site_name,site_id,circuit_purpose,circuit_provider,circuit_speed,circuit_cost,circuit_ip,status,data_source,meraki_wan1_provider,meraki_wan1_speed,meraki_wan1_ip,wan1_arin_provider,meraki_wan2_provider,meraki_wan2_speed,meraki_wan2_ip,wan2_arin_provider,has_meraki_device,has_dt_tag,exclusion_reason,provider_match,wan1_arin_match,wan2_arin_match,would_get_dsr_badge
NCC 52,NCC 52- B,Secondary,Metronet,100.0M x 100.0M,109.95,152.117.99.250,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.95.111.214,Charter Communications,Metronet,100.0M x 100.0M,152.117.99.250,Metronet,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCN 01,NCN 01,Primary,Spectrum,600.0M x 35.0M,172.23,24.172.12.22,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.172.12.22,Charter Communications,Brightspeed,100.0M x 100.0M,71.37.136.213,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCN 01,NCN 01- B,Secondary,Brightspeed,100.0M x 100.0M,189.99,71.37.136.213,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.172.12.22,Charter Communications,Brightspeed,100.0M x 100.0M,71.37.136.213,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NDG 01,NDG 01,Primary,Midcontinent,500.0M x 50.0M,165.00,24.220.46.162,Enabled,csv_import,Midcontinent,500.0M x 50.0M,24.220.46.162,Midcontinent Communications,Digi,Cell,107.80.185.147,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NEG 01,NEG 01,Primary,Spectrum,600.0M x 35.0M,244.45,71.8.217.226,Enabled,csv_import,Allo Communications,1000.0M x 1000.0M,206.222.219.64,Cogent Communications,Spectrum,1000.0M x 1000.0M,71.8.217.226,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NEG 01,NEG 01- B,Secondary,Allo Communications,1000.0M x 1000.0M,227.00,206.222.219.64,Enabled,csv_import,Allo Communications,1000.0M x 1000.0M,206.222.219.64,Cogent Communications,Spectrum,1000.0M x 1000.0M,71.8.217.226,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NEL 01,NEL 01,Primary,Spectrum,600.0M x 35.0M,172.23,76.79.25.54,Enabled,csv_import,Allo Communications,1000.0M x 1000.0M,209.50.9.36,Allo Communications LLC,Spectrum,1000.0M x 1000.0M,76.79.25.54,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NEL 01,NEL 01- B,Secondary,Allo Communications,1000.0M x 1000.0M,223.00,209.50.93.36,Enabled,csv_import,Allo Communications,1000.0M x 1000.0M,209.50.9.36,Allo Communications LLC,Spectrum,1000.0M x 1000.0M,76.79.25.54,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NEO 05,NEO 05,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.183.225.86,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,184.183.225.86,Cox Communications,EB2-Centurylink DSL,100.0M x 10.0M,65.103.170.121,Malinda Jepsen,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NEO 05,NEO 05- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,65.103.170.121,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,184.183.225.86,Cox Communications,EB2-Centurylink DSL,100.0M x 10.0M,65.103.170.121,Malinda Jepsen,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NEO 06,NEO 06,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.189.166.231,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,184.189.166.231,Cox Communications,EB2-Centurylink DSL,100.0M x 10.0M,65.103.170.65,Diane Allen,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NEO 06,NEO 06- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,65.103.170.65,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,184.189.166.231,Cox Communications,EB2-Centurylink DSL,100.0M x 10.0M,65.103.170.65,Diane Allen,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMA 02,NMA 02,Primary,Comcast Workplace,300.0M x 30.0M,175.56,50.188.167.53,Enabled,csv_import,Comcast Workplace,300.0M x 30.0M,50.188.167.53,Comcast,ComcastAgg CLink,20.0 M,71.32.110.137,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMA 03,NMA 03,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.77.43.201,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,50.77.43.201,Comcast,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMA 05,NMA 05,Primary,Comcast Workplace,600.0M x 35.0M,234.45,173.163.241.109,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,209.71.136.126,Unite Private Networks LLC.,Comcast Workplace,750.0M x 35.0M,173.163.241.109,Comcast,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NMA 06,NMA 06,Primary,Comcast Workplace,300.0M x 30.0M,175.56,71.25.95.217,Enabled,csv_import,Comcast Workplace,300.0M x 30.0M,71.25.95.217,Comcast,VZW Cell,Cell,166.248.9.218,Verizon,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMA 08,NMA 08,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.77.28.109,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,96.77.28.109,Comcast,Digi,Cell,192.168.2.232,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMA 09,NMA 09,Primary,SparkLight,300.0M x 30.0M,224.99,67.60.99.2,Enabled,csv_import,SparkLight,300.0M x 30.0M,67.60.99.2,"CABLE ONE, INC.",Comcast Workplace,200.0M x 20.0M,96.72.12.153,Comcast,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NMA 09,NMA 09 -B,Secondary,Comcast Workplace,200.0M x 20.0M,134.45,96.72.12.153,Enabled,csv_import,SparkLight,300.0M x 30.0M,67.60.99.2,"CABLE ONE, INC.",Comcast Workplace,200.0M x 20.0M,96.72.12.153,Comcast,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NMA 10,,Primary,Comcast,,0.00,,Enabled,Non-DSR,Comcast,,96.77.22.185,Comcast,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
NMA 11,NMA 11,Primary,TDS Cable,300.0M x 30.0M,99.95,24.49.160.42,Enabled,csv_import,Tularosa Basin Telephone Company,300.0M x 30.0M,66.18.169.141,"TULAROSA COMMUNICATIONS, INC.",TDS Cable,300.0M x 30.0M,24.49.160.42,DISCOUNT TIRE ,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMA 11,NMA 11- B,Secondary,Tularosa Basin Telephone Company,100.0M x 100.0M,169.99,66.18.169.141,Enabled,csv_import,Tularosa Basin Telephone Company,300.0M x 30.0M,66.18.169.141,"TULAROSA COMMUNICATIONS, INC.",TDS Cable,300.0M x 30.0M,24.49.160.42,DISCOUNT TIRE ,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMA 12,NMA 12,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.77.26.145,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,96.77.26.145,Comcast,Digi,Cell,192.168.2.105,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMA 13,NMA 13- B,Secondary,VZW Cell,Cell,699.00,209.71.136.18,Enabled,enriched_sync,Unite Private Networks,300.0 M,209.71.136.18,Unite Private Networks LLC.,VZW Cell,Cell,192.168.0.152,Private IP,Yes,Yes,Not from CSV import,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
NMAW00,NMAW00,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.92.78.213,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,96.92.78.213,Comcast,Digi,Cell,107.80.188.250,AT&T,Yes,No,No Discount-Tire tag,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
NMC 01,NMC 01,Primary,Altice West,300.0M x 30.0M,151.12,66.76.20.2,Enabled,csv_import,Plateau Telecommunications,300.0M x 30.0M,68.66.82.53,Plateau Telecommunications Incorporated,Altice West,300.0M x 30.0M,74.192.234.29,Optimum,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMC 01,NMC 01- B,Secondary,Plateau Telecommunications,500.0M x 500.0M,350.00,68.66.82.53,Enabled,csv_import,Plateau Telecommunications,300.0M x 30.0M,68.66.82.53,Plateau Telecommunications Incorporated,Altice West,300.0M x 30.0M,74.192.234.29,Optimum,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMF 01,NMF 01,Primary,Comcast Workplace,600.0M x 35.0M,234.45,23.31.119.25,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,23.31.119.25,Comcast,EB2-Centurylink DSL,100.0M x 10.0M,192.168.0.4,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMF 01,NMF 01- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,168.103.98.122,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,23.31.119.25,Comcast,EB2-Centurylink DSL,100.0M x 10.0M,192.168.0.4,Private IP,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMH 01,NMH 01,Primary,Windstream,500.0M x 500.0M,94.99,184.81.233.98,Enabled,csv_import,Windstream,500.0M x 500.0M,184.81.233.98,Windstream Communications LLC,EB2-TDS Cable,300.0M x 30.0M,184.60.134.66,Frontier Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMH 01,NMH 01- B,Secondary,EB2-TDS Cable,300.0M x 30.0M,216.00,184.60.134.66,Enabled,csv_import,Windstream,500.0M x 500.0M,184.81.233.98,Windstream Communications LLC,EB2-TDS Cable,300.0M x 30.0M,184.60.134.66,Frontier Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NML 01,NML 01,Primary,Comcast Workplace,300.0M x 30.0M,175.56,71.25.90.169,Enabled,csv_import,Comcast Workplace,300.0M x 30.0M,71.25.90.169,Comcast,AT&T Cell,cell,192.168.2.213,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMR 01,NMR 01,Primary,Sparklight,300.0M x 30.0M,248.75,24.119.46.66,Enabled,csv_import,Plateau Telecommunications,300.0M x 30.0M,64.90.159.209,Plateau Telecommunications Incorporated,Sparklight,300.0M x 30.0M,24.119.46.66,"CABLE ONE, INC.",Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMR 01,NMR 01- B,Secondary,Plateau Telecommunications,500.0M x 500.0M,350.00,64.90.159.209,Enabled,csv_import,Plateau Telecommunications,300.0M x 30.0M,64.90.159.209,Plateau Telecommunications Incorporated,Sparklight,300.0M x 30.0M,24.119.46.66,"CABLE ONE, INC.",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NMS 03,NMS 03,Primary,Comcast Workplace,250.0M x 25.0M,186.18,50.213.132.113,Enabled,csv_import,NMSurf Inc.,250.0M x 25.0M,192.168.88.196,Private IP,Comcast Workplace,300.0M x 300.0M,50.213.132.113,Comcast,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NMS 03,NMS 03- B,Secondary,"NMSurf, Inc.",300.0M x 300.0M,129.99,208.85.34.212,Enabled,csv_import,NMSurf Inc.,250.0M x 25.0M,192.168.88.196,Private IP,Comcast Workplace,300.0M x 300.0M,50.213.132.113,Comcast,Yes,Yes,Eligible,Partial match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NVL 03,NVL 03,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,174.67.84.78,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,174.67.84.78,Cox Communications,AT&T Cell,Cell,192.168.2.165,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NVL 04,NVL 04,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,174.75.33.72,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,174.75.33.72,Cox Communications,AT&T Cell,cell,192.168.2.244,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NVL 05,NVL 05,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.234.148.98,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,24.234.148.98,Cox Communications,VZW Cell,Cell,192.168.2.190,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NVL 06,NVL 06,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.234.31.50,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,24.234.31.50,Cox Communications,AT&T Cell,Cell,192.168.2.207,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NVL 09,NVL 09,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.234.158.114,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,24.234.158.114,Cox Communications,VZW Cell,Cell,192.168.0.152,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NVL 11,NVL 11,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,174.71.227.27,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,174.71.227.27,Cox Communications,Digi,Cell,192.168.2.190,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NVL 13,NVL 13,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.180.231.172,Enabled,csv_import,,,174.75.51.20,Cox Communications,AT&T Cell,cell,192.168.2.134,Private IP,Yes,Yes,Eligible,Partial match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NVL 17,NVL 17,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.1.199.169,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,68.1.199.169,Cox Communications,AT&T Cell,cell,192.168.2.198,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NVL 22,NVL 22,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.180.225.154,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.180.225.154,Cox Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NVL 23,NVL 23,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.176.163.195,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,184.176.163.195,Cox Communications,VZW Cell,Cell,192.168.0.154,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NVL 25,NVL 25,Primary,CenturyLink Fiber Plus,500.0M x 500.0M,509.00,65.140.77.202,Enabled,csv_import,CenturyLink Fiber Plus,500.0M x 500.0M,65.140.77.202,DISCOUNT TIRE NVL 25,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NVL 26,NVL 26,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.234.138.82,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,72.202.237.121,Cox Communications,VZW Cell,Cell,192.168.2.230,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NVR 01,NVR 01,Primary,Spectrum,600.0M x 35.0M,244.45,47.48.75.78,Enabled,csv_import,Spectrum,600.0M x 35.0M,47.48.75.78,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.237.140.113,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NVR 01,NVR 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,76.237.140.113,Enabled,csv_import,Spectrum,600.0M x 35.0M,47.48.75.78,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.237.140.113,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NVR 02,NVR 02,Primary,Spectrum,600.0M x 35.0M,244.45,97.92.107.50,Enabled,csv_import,Spectrum,600.0M x 35.0M,97.92.107.50,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.237.141.137,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NVR 02,NVR 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,76.237.141.137,Enabled,csv_import,Spectrum,600.0M x 35.0M,97.92.107.50,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.237.141.137,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NVR 04,NVR 04,Primary,Spectrum,600.0M x 35.0M,244.45,68.190.176.202,Enabled,csv_import,Spectrum,600.0M x 35.0M,68.190.176.202,Charter Communications,AT&T Broadband II,300.0M x 300.0M,45.21.91.73,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NVR 04,NVR 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,45.21.91.73,Enabled,csv_import,Spectrum,600.0M x 35.0M,68.190.176.202,Charter Communications,AT&T Broadband II,300.0M x 300.0M,45.21.91.73,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NVR 05,NVR 05,Primary,Spectrum,600.0M x 35.0M,172.23,24.176.187.90,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,45.21.92.81,AT&T,Spectrum,1000.0M x 1000.0M,24.176.187.90,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NVR 05,NVR 05- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,45.21.92.81,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,45.21.92.81,AT&T,Spectrum,1000.0M x 1000.0M,24.176.187.90,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
OHC 03,OHC 03,Primary,Spectrum,600.0M x 35.0M,244.45,74.87.216.206,Enabled,csv_import,Spectrum,600.0M x 35.0M,74.87.216.206,Charter Communications Inc,AT&T Broadband II,300.0M x 300.0M,99.93.219.169,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
OHC 03,OHC 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.93.219.169,Enabled,csv_import,Spectrum,600.0M x 35.0M,74.87.216.206,Charter Communications Inc,AT&T Broadband II,300.0M x 300.0M,99.93.219.169,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
OHC 04,OHC 04,Primary,Spectrum,600.0M x 35.0M,244.45,24.106.248.118,Enabled,csv_import,Spectrum,750.0M x 35.0M,24.106.248.118,Charter Communications,AT&T Cell,cell,192.168.2.107,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
OHC 05,OHC 05,Primary,Spectrum,600.0M x 35.0M,172.23,98.100.57.174,Enabled,csv_import,Spectrum,600.0M x 35.0M,98.100.57.174,Charter Communications,Digi,Cell,192.168.2.233,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
OHC 06,OHC 06,Primary,Spectrum,600.0M x 35.0M,244.45,147.0.109.194,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,162.195.85.225,AT&T,Spectrum,1000.0M x 1000.0M,147.0.109.194,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
OHC 06,OHC 06 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.195.85.225,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,162.195.85.225,AT&T,Spectrum,1000.0M x 1000.0M,147.0.109.194,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
OHC 07,OHC 07,Primary,Spectrum,600.0M x 35.0M,244.45,74.142.94.158,Enabled,csv_import,Spectrum,600.0M x 35.0M,74.142.94.158,Charter Communications,AT&T Broadband II,300.0M x 300.0M,99.172.130.41,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
OHC 07,OHC 07 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.172.130.41,Enabled,csv_import,Spectrum,600.0M x 35.0M,74.142.94.158,Charter Communications,AT&T Broadband II,300.0M x 300.0M,99.172.130.41,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
OHC 08,OHC 08,Primary,Spectrum,600.0M x 35.0M,172.23,98.100.62.186,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,75.58.112.33,AT&T,Spectrum,1000.0M x 1000.0M,98.100.62.186,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
OHC 08,OHC 08- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,75.58.112.33,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,75.58.112.33,AT&T,Spectrum,1000.0M x 1000.0M,98.100.62.186,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
OHC 10,OHC 10,Primary,Spectrum,600.0M x 35.0M,172.23,173.198.38.138,Enabled,csv_import,Spectrum,600.0M x 35.0M,98.100.63.6,Charter Communications,AT&T Broadband II,1000.0M x 1000.0M,99.93.220.217,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
OHC 10,OHC 10 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.93.220.217,Enabled,csv_import,Spectrum,600.0M x 35.0M,98.100.63.6,Charter Communications,AT&T Broadband II,1000.0M x 1000.0M,99.93.220.217,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
OHD 02,OHD 02,Primary,Spectrum,600.0M x 35.0M,172.23,98.102.180.10,Enabled,csv_import,Spectrum,600.0M x 35.0M,98.102.180.10,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.192.70.153,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
OHD 02,OHD 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,76.192.70.153,Enabled,csv_import,Spectrum,600.0M x 35.0M,98.102.180.10,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.192.70.153,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
OHD 03,OHD 03,Primary,Spectrum,940.0M x 35.0M,355.56,74.219.228.166,Enabled,csv_import,Spectrum,940.0M x 35.0M,74.219.228.166,Charter Communications,Digi,Cell,192.168.2.137,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
OHD 04,OHD 04,Primary,Spectrum,600.0M x 35.0M,172.23,74.143.122.162,Enabled,csv_import,Spectrum,600.0M x 35.0M,192.168.1.153,Private IP,AT&T Broadband II,1000.0M x 1000.0M,99.29.48.9,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
OHD 04,OHD 04- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.29.48.9,Enabled,csv_import,Spectrum,600.0M x 35.0M,192.168.1.153,Private IP,AT&T Broadband II,1000.0M x 1000.0M,99.29.48.9,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
OHL 01,OHL 01,Primary,Spectrum,600.0M x 35.0M,244.45,98.102.18.154,Enabled,csv_import,Spectrum,600.0M x 35.0M,98.102.18.154,Charter Communications,Telephone Service Company (TSC),200.0M x 50.0M,167.100.35.230,Hanson Communications - Ohio,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
